haX,haY,haZ,hgX,hgY,hgZ,hmX,hmY,hmZ,aaX,aaY,aaZ,agX,agY,agZ,amX,amY,amZ,angle
0.64,-0.21,0.61,-4.82,30.33,34.67,350.86,372.79,-63.47,0.63,0.46,0.72,-6.41,29.54,-9.28,37.27,-5.32,-159.05,135
0.67,-0.26,0.61,-18.01,32.71,15.56,352.68,359.99,-65.23,0.47,0.48,0.83,-19.90,9.22,-1.40,12.42,-15.97,-159.05,135
0.64,-0.27,0.61,-33.87,15.99,18.49,356.34,338.07,-65.23,0.52,0.36,0.82,-33.33,24.23,-4.15,21.30,-17.75,-147.08,135
0.58,-0.39,0.56,-32.10,30.40,24.78,347.20,343.55,-59.94,0.45,0.35,0.83,-22.46,20.32,-4.21,8.87,-12.42,-145.37,135
0.55,-0.43,0.59,-35.16,19.78,22.52,352.68,349.03,-51.13,0.36,0.30,0.90,-22.34,22.71,-0.55,14.20,-24.85,-147.08,135
0.48,-0.48,0.53,-29.36,13.37,18.49,343.55,350.86,-66.99,0.33,0.23,0.84,-25.39,22.46,2.50,12.42,-8.87,-155.63,135
0.43,-0.53,0.49,-35.71,17.52,20.75,350.86,350.86,-66.99,0.31,0.18,0.94,-25.63,20.51,-0.18,15.97,-23.07,-155.63,135
0.34,-0.61,0.51,-29.42,14.89,15.08,332.58,343.55,-74.04,0.25,0.13,0.89,-20.39,11.11,2.01,-3.55,-31.94,-157.34,135
0.37,-0.64,0.43,-30.94,4.27,7.14,350.86,347.20,-70.52,0.26,0.05,0.93,-20.02,5.37,-0.85,-1.77,-26.62,-159.05,135
0.35,-0.70,0.41,-25.88,6.04,8.00,325.27,339.89,-81.10,0.22,0.01,0.95,-18.37,2.99,2.81,3.55,-35.49,-164.18,135
0.34,-0.70,0.36,-30.52,0.73,7.26,330.76,341.72,-75.81,0.24,-0.08,0.91,-10.68,1.16,3.23,7.10,-28.39,-164.18,135
0.30,-0.75,0.24,-21.91,3.30,3.78,338.07,345.37,-82.86,0.21,-0.11,0.98,1.65,-1.46,-0.85,3.55,-17.75,-174.44,135
0.29,-0.77,0.23,2.44,-0.12,-3.17,327.10,349.03,-96.96,0.20,-0.12,0.94,14.04,-11.11,-2.01,-1.77,-12.42,-172.73,135
0.34,-0.77,0.24,7.69,-2.20,-9.89,316.14,349.03,-86.38,0.23,-0.07,0.92,21.61,-5.62,-5.13,5.32,-26.62,-179.58,135
0.33,-0.75,0.31,16.60,0.31,-9.28,308.83,334.41,-86.38,0.21,-0.06,0.89,34.42,-10.13,-2.44,-7.10,-24.85,-177.87,135
0.29,-0.76,0.29,23.01,-5.07,-11.47,307.00,332.58,-77.57,0.27,-0.00,0.92,49.44,-18.13,-6.47,-10.65,-31.94,-177.87,135
0.42,-0.68,0.34,40.28,-1.28,-19.04,305.17,330.76,-86.38,0.30,0.11,0.97,50.11,-9.22,-9.46,-15.97,-44.37,-176.15,135
0.44,-0.62,0.50,44.80,3.60,-12.33,327.10,330.76,-65.23,0.32,0.19,0.93,48.52,-5.92,-7.75,7.10,-35.49,-150.50,135
0.41,-0.54,0.54,37.54,11.29,-9.40,338.07,341.72,-68.76,0.32,0.25,0.91,48.89,-2.69,-9.64,-15.97,-33.72,-148.79,135
0.40,-0.51,0.54,38.76,10.56,-10.13,341.72,327.10,-44.07,0.31,0.35,0.91,50.35,-0.73,-7.51,-26.62,-40.82,-131.69,135
0.44,-0.46,0.65,46.33,9.95,-4.88,339.89,325.27,-28.21,0.27,0.42,0.84,48.03,-2.38,-3.54,-10.65,-35.49,-116.30,135
0.41,-0.32,0.65,29.17,-2.14,-4.70,354.51,317.96,-28.21,0.26,0.48,0.75,52.61,0.43,4.39,-24.85,-42.59,-106.03,135
0.35,-0.25,0.59,49.26,5.43,2.99,350.86,317.96,3.53,0.24,0.59,0.76,57.07,-0.24,-3.60,-26.62,-37.27,-104.32,135
0.40,-0.16,0.79,54.26,0.92,-10.80,363.65,334.41,1.76,0.25,0.71,0.73,53.16,-8.79,-2.81,-24.85,-35.49,-99.19,135
0.44,-0.10,0.82,44.37,-3.48,-11.54,363.65,319.79,26.44,0.31,0.75,0.63,55.91,-8.85,-8.91,-40.82,-47.92,-87.22,135
0.48,0.01,0.77,43.21,5.13,-10.93,356.34,319.79,37.02,0.34,0.78,0.64,53.89,-0.49,-12.76,-44.37,-51.47,-73.54,135
0.45,0.07,0.81,54.38,14.53,-10.25,349.03,305.17,51.13,0.28,0.81,0.47,52.06,0.67,-9.40,-60.34,-31.94,-75.25,135
0.44,0.19,0.79,30.46,10.07,-6.23,354.51,317.96,66.99,0.32,0.85,0.43,54.87,-4.39,-4.64,-88.73,-46.14,-54.73,135
0.40,0.30,0.68,51.39,13.49,-10.50,361.82,307.00,91.67,0.23,0.92,0.31,52.61,2.44,-7.87,-108.25,-55.01,-56.44,135
0.35,0.33,0.76,44.13,10.74,-8.00,354.51,317.96,109.30,0.17,0.97,0.31,49.93,-4.09,-9.64,-117.13,-46.14,-51.31,135
0.37,0.37,0.79,47.00,3.66,-11.90,354.51,285.07,112.83,0.15,1.00,0.15,31.37,-5.68,-8.97,-117.13,-49.69,-37.63,135
0.34,0.44,0.76,19.78,-0.79,-11.60,356.34,294.21,128.70,0.18,1.01,0.12,29.11,-9.28,-0.61,-131.33,-53.24,-44.47,135
0.39,0.50,0.70,19.96,-0.49,-4.82,332.58,299.69,137.51,0.13,1.01,0.17,12.57,1.10,-0.85,-131.33,-46.14,-34.20,135
0.30,0.51,0.80,5.25,2.93,0.00,345.37,294.21,142.80,0.09,1.01,0.10,-4.58,-0.43,4.46,-141.97,-31.94,-58.15,135
0.28,0.50,0.73,-11.23,-3.72,1.71,338.07,297.86,160.43,0.13,1.02,0.08,-10.38,-3.97,7.02,-145.52,-46.14,-51.31,135
0.34,0.51,0.74,-17.76,-6.23,3.66,354.51,296.04,141.04,0.17,0.98,0.16,-24.72,-5.62,14.40,-134.87,-35.49,-34.20,135
0.34,0.45,0.73,-35.10,-12.33,5.25,349.03,305.17,132.22,0.22,0.94,0.24,-31.62,2.56,17.82,-118.90,-47.92,-53.02,135
0.36,0.35,0.77,-34.48,-6.35,16.85,345.37,290.55,114.59,0.24,0.93,0.36,-36.68,3.11,17.03,-99.38,-49.69,-47.89,135
0.36,0.27,0.76,-41.32,-7.14,14.53,352.68,297.86,100.49,0.23,0.89,0.45,-34.30,1.34,8.42,-78.09,-42.59,-54.73,135
0.36,0.19,0.79,-40.41,-4.76,6.90,356.34,308.83,86.38,0.27,0.85,0.49,-25.45,-0.37,11.60,-83.41,-44.37,-59.86,135
0.37,0.11,0.78,-30.09,-6.71,7.14,358.17,310.65,74.04,0.27,0.81,0.51,-19.04,2.75,10.44,-60.34,-53.24,-58.15,135
0.38,0.08,0.74,-28.87,-2.26,11.17,380.10,325.27,56.41,0.25,0.72,0.55,-11.84,-0.31,5.74,-49.69,-53.24,-71.83,135
0.36,0.01,0.65,-22.77,-2.50,3.54,358.17,317.96,45.84,0.29,0.76,0.61,-0.79,-5.25,-0.98,-58.56,-37.27,-73.54,135
0.43,0.01,0.78,-6.10,0.18,-3.36,358.17,317.96,59.94,0.28,0.76,0.65,-5.43,-3.30,-5.07,-51.47,-47.92,-83.80,135
0.44,-0.02,0.76,-12.76,3.91,-2.81,376.44,314.31,52.89,0.27,0.70,0.59,-6.10,-5.86,-8.67,-53.24,-53.24,-71.83,135
0.41,-0.04,0.72,-12.82,7.69,-6.53,350.86,296.04,42.31,0.23,0.67,0.68,-1.95,-11.23,-7.75,-56.79,-49.69,-88.93,135
0.37,-0.10,0.73,-9.64,1.46,-12.88,341.72,312.48,54.65,0.23,0.60,0.74,-3.17,-12.08,-12.02,-62.11,-62.11,-90.64,135
0.34,-0.19,0.74,-11.11,7.20,-16.66,343.55,292.38,49.36,0.27,0.71,0.84,5.80,-8.36,-16.05,-72.76,-58.56,-114.59,135
0.39,-0.16,0.84,6.84,11.60,-15.99,319.79,301.52,65.23,0.22,0.71,0.76,4.94,-0.92,-15.75,-97.61,-62.11,-104.32,135
0.35,-0.12,0.85,-4.33,18.13,-10.56,334.41,294.21,58.18,0.09,0.67,0.84,3.78,-8.42,-14.65,-97.61,-51.47,-87.22,135
0.25,-0.17,0.75,-0.67,1.40,-18.49,327.10,297.86,82.86,0.14,0.82,0.69,32.53,-22.28,-10.93,-108.25,-62.11,-121.43,135
0.37,0.01,0.92,27.34,-1.53,-18.55,303.35,270.45,59.94,0.20,0.77,0.69,14.59,-9.95,-10.74,-117.13,-56.79,-112.88,135
0.29,-0.02,0.82,-1.71,4.52,-15.44,299.69,288.73,74.04,0.11,0.76,0.55,0.98,-10.99,-11.96,-120.68,-56.79,-116.30,135
0.27,0.01,0.78,-3.23,0.06,-16.78,288.73,288.73,66.99,0.20,0.74,0.48,-3.97,-17.52,-18.07,-117.13,-60.34,-126.56,135
0.35,0.03,0.75,-17.70,4.82,-23.80,274.11,277.76,70.52,0.12,0.75,0.61,-5.86,-15.38,-8.73,-133.10,-58.56,-131.69,135
0.30,-0.03,0.74,-12.82,-1.65,-14.47,288.73,277.76,74.04,0.17,0.75,0.62,10.31,-17.33,2.44,-134.87,-63.89,-143.66,135
0.36,0.00,0.79,-5.00,-2.75,-4.64,277.76,281.42,81.10,0.17,0.76,0.75,-7.57,-0.67,-1.89,-127.78,-67.44,-136.82,135
0.29,-0.01,0.83,-18.55,-0.85,-1.10,292.38,270.45,74.04,0.14,0.67,0.64,-12.63,-6.53,15.14,-120.68,-63.89,-140.24,135
0.33,-0.06,0.70,-19.84,-12.88,5.80,290.55,268.62,65.23,0.12,0.66,0.58,-2.56,11.41,2.81,-124.23,-63.89,-136.82,135
0.29,-0.08,0.62,-1.46,5.74,13.73,277.76,288.73,66.99,0.05,0.67,0.59,22.22,9.83,9.34,-118.90,-58.56,-138.53,135
0.29,-0.06,0.71,14.77,1.71,20.75,292.38,274.11,45.84,0.05,0.70,0.65,15.63,17.52,10.01,-113.58,-60.34,-123.14,135
0.25,-0.05,0.75,0.61,-4.64,24.05,299.69,288.73,63.47,0.18,0.61,0.70,18.19,6.47,26.49,-110.03,-53.24,-119.72,135
0.30,-0.09,0.72,8.54,-7.81,20.51,305.17,290.55,51.13,0.25,0.66,0.75,12.15,12.02,25.45,-92.28,-56.79,-119.72,135
0.28,-0.09,0.81,1.10,-11.29,17.15,317.96,277.76,52.89,0.26,0.72,0.59,7.81,2.99,20.69,-78.09,-56.79,-112.88,135
0.38,-0.08,0.80,3.17,-13.18,14.65,323.45,286.90,40.55,0.30,0.74,0.57,7.20,1.04,20.32,-60.34,-53.24,-102.61,135
0.50,-0.08,0.74,-6.47,-14.71,16.60,339.89,288.73,38.78,0.33,0.68,0.80,9.83,-2.69,15.32,-65.66,-58.56,-114.59,135
0.48,-0.11,0.75,4.76,-11.96,9.34,345.37,305.17,22.92,0.36,0.62,0.74,6.41,-0.18,11.96,-58.56,-62.11,-114.59,135
0.47,-0.15,0.76,-2.81,-6.47,5.49,354.51,310.65,31.73,0.32,0.62,0.73,11.05,-2.50,7.26,-35.49,-60.34,-106.03,135
0.43,-0.17,0.76,0.31,-6.29,2.32,347.20,310.65,21.16,0.35,0.61,0.72,14.89,-0.24,4.15,-47.92,-55.01,-107.75,135
0.41,-0.19,0.67,7.02,4.33,2.81,345.37,305.17,19.39,0.34,0.67,0.70,27.16,3.60,-3.17,-51.47,-47.92,-111.17,135
0.46,-0.14,0.83,14.28,9.64,6.59,338.07,290.55,29.97,0.21,0.70,0.84,11.47,2.08,-2.32,-53.24,-63.89,-112.88,135
0.40,-0.16,0.79,4.64,2.32,4.33,328.93,292.38,31.73,0.19,0.64,0.75,6.96,-1.59,1.53,-51.47,-47.92,-114.59,135
0.35,-0.17,0.82,-3.30,-1.89,0.98,334.41,301.52,37.02,0.26,0.63,0.72,4.33,-18.98,10.68,-62.11,-58.56,-104.32,135
0.43,-0.15,0.74,-10.44,-20.26,-7.39,328.93,303.35,24.68,0.28,0.61,0.66,-2.14,-19.29,20.51,-47.92,-40.82,-114.59,135
0.44,-0.14,0.68,-13.79,-28.44,-1.28,330.76,308.83,12.34,0.35,0.61,0.66,1.59,-18.49,23.99,-46.14,-46.14,-133.40,135
0.49,-0.15,0.69,-4.76,-29.79,1.34,332.58,314.31,7.05,0.38,0.62,0.64,5.68,-23.19,26.73,-23.07,-58.56,-131.69,135
0.56,-0.15,0.66,-5.25,-35.64,0.61,325.27,317.96,-17.63,0.50,0.57,0.66,5.07,-25.09,27.77,-7.10,-35.49,-147.08,135
0.65,-0.17,0.66,-8.91,-36.01,0.49,336.24,325.27,-52.89,0.52,0.56,0.67,-1.16,-24.05,24.90,1.77,-26.62,-165.89,135
0.73,-0.16,0.59,-11.11,-39.73,-1.46,334.41,327.10,-58.18,0.59,0.50,0.59,5.37,-31.62,42.24,26.62,-26.62,-179.58,135
0.72,-0.18,0.56,-9.95,-48.46,5.37,332.58,369.13,-91.67,0.62,0.48,0.59,-1.59,-17.70,20.20,30.17,-5.32,-169.31,135
0.82,-0.19,0.47,-7.69,-27.71,0.73,330.76,367.30,-96.96,0.71,0.42,0.59,0.31,-15.20,18.25,42.59,10.65,-201.81,135
0.89,-0.21,0.44,-12.76,-24.05,1.28,336.24,372.79,-105.78,0.74,0.38,0.65,1.04,-15.26,17.82,37.27,5.32,-193.26,135
0.93,-0.22,0.42,-0.31,-21.48,-0.12,338.07,389.23,-125.17,0.80,0.37,0.55,-0.43,-5.55,11.60,53.24,21.30,-198.39,135
0.90,-0.21,0.39,-8.30,-7.75,3.54,328.93,394.71,-141.04,0.81,0.34,0.57,12.02,-1.65,6.84,56.79,24.85,-208.65,135
0.86,-0.23,0.37,6.59,1.53,2.32,330.76,400.20,-118.12,0.76,0.35,0.60,8.36,14.16,-9.16,53.24,17.75,-212.07,135
0.76,-0.24,0.43,3.72,24.96,2.75,334.41,389.23,-125.17,0.74,0.39,0.70,9.58,7.81,-21.85,35.49,0.00,-188.13,135
0.81,-0.21,0.48,4.27,31.92,-6.77,321.62,387.40,-112.83,0.72,0.41,0.69,8.18,14.83,-29.79,44.37,1.77,-193.26,135
0.77,-0.24,0.53,5.13,37.96,-9.70,325.27,347.20,-102.25,0.63,0.47,0.65,3.05,15.38,-25.57,17.75,-10.65,-160.76,135
0.72,-0.21,0.60,-1.59,36.25,-3.42,328.93,350.86,-77.57,0.56,0.47,0.67,-0.79,17.21,-30.46,10.65,-21.30,-167.60,135
0.66,-0.22,0.54,-2.62,38.94,-3.30,325.27,339.89,-66.99,0.50,0.49,0.66,4.46,17.27,-30.27,-1.77,-33.72,-169.31,135
0.61,-0.23,0.58,0.43,39.25,-2.62,314.31,325.27,-49.36,0.45,0.52,0.72,14.22,14.95,-28.14,-30.17,-37.27,-148.79,135
0.62,-0.20,0.59,3.60,38.94,0.92,312.48,319.79,-40.55,0.41,0.56,0.81,23.74,36.38,-35.58,-37.27,-40.82,-145.37,135
0.48,-0.21,0.69,24.29,56.03,8.30,323.45,301.52,-8.81,0.30,0.61,0.71,25.15,41.69,-33.94,-63.89,-42.59,-119.72,135
0.37,-0.19,0.78,16.85,55.85,11.17,325.27,299.69,28.21,0.17,0.65,0.79,22.83,24.41,-26.67,-83.41,-55.01,-90.64,135
0.30,-0.15,0.79,13.55,38.15,2.38,321.62,307.00,66.99,0.13,0.67,0.78,18.25,18.25,-26.25,-95.83,-63.89,-102.61,135
0.23,-0.09,0.80,9.16,34.30,-2.20,334.41,297.86,68.76,0.07,0.71,0.65,10.99,21.42,-25.76,-117.13,-53.24,-92.35,135
0.21,-0.09,0.81,13.31,38.33,2.08,327.10,290.55,96.96,-0.03,0.73,0.76,17.52,12.76,-23.86,-122.45,-47.92,-66.70,135
0.15,-0.09,0.82,14.34,27.83,-3.72,336.24,277.76,109.30,-0.02,0.75,0.69,21.73,20.63,-23.13,-136.65,-51.47,-59.86,135
0.12,-0.04,0.88,14.28,38.70,5.62,325.27,292.38,126.93,-0.23,0.76,0.68,16.78,31.31,-21.12,-141.97,-42.59,-27.36,135
-0.01,-0.04,0.81,7.39,34.97,14.28,343.55,292.38,158.67,-0.16,0.70,0.69,13.67,16.85,-19.65,-152.62,-28.39,-37.63,135
-0.03,-0.03,0.76,4.82,28.81,1.89,338.07,305.17,171.01,-0.14,0.75,0.64,20.08,16.54,-11.05,-163.27,-46.14,-37.63,135
-0.04,0.02,0.81,11.11,26.43,9.46,349.03,323.45,185.11,-0.14,0.72,0.59,27.53,22.34,-13.61,-165.04,-26.62,-18.81,135
-0.13,0.01,0.74,11.23,35.71,10.19,317.96,321.62,200.98,-0.28,0.71,0.56,20.08,18.74,-10.86,-172.14,-37.27,-11.97,135
-0.18,0.03,0.80,0.98,20.63,7.45,343.55,307.00,208.03,-0.30,0.70,0.56,10.50,0.00,1.71,-196.99,-15.97,-1.71,135
-0.17,0.05,0.68,-6.10,0.00,1.89,356.34,319.79,202.74,-0.34,0.74,0.51,15.14,-5.74,13.06,-186.34,-23.07,-8.55,135
-0.17,0.07,0.74,5.55,-12.39,5.62,339.89,303.35,222.13,-0.32,0.76,0.57,11.23,-18.43,18.55,-181.02,-24.85,-10.26,135
-0.15,0.08,0.78,-2.50,-24.72,-1.71,352.68,316.14,195.69,-0.24,0.78,0.54,3.17,-26.00,23.25,-198.76,-21.30,-23.94,135
-0.05,0.09,0.79,-5.07,-33.20,-4.27,347.20,299.69,186.87,-0.16,0.79,0.58,-0.73,-27.10,31.01,-163.27,-53.24,-23.94,135
0.00,0.06,0.81,-7.14,-40.53,-2.32,339.89,299.69,165.72,-0.07,0.81,0.64,-5.55,-29.85,36.74,-140.20,-51.47,-42.76,135
0.07,0.04,0.87,-7.45,-44.68,-0.55,347.20,303.35,148.09,-0.05,0.77,0.65,-11.90,-30.03,38.33,-124.23,-42.59,-44.47,135
0.08,-0.02,0.85,-21.48,-47.67,1.16,354.51,299.69,126.93,0.10,0.77,0.64,-0.79,-32.71,33.20,-120.68,-53.24,-75.25,135
0.24,-0.06,0.82,-6.96,-41.08,-3.30,336.24,288.73,95.20,0.13,0.76,0.69,-10.31,-19.35,24.35,-85.18,-53.24,-82.09,135
0.31,-0.06,0.85,-21.06,-28.81,3.11,343.55,285.07,95.20,0.11,0.71,0.68,-8.12,-9.03,26.43,-76.31,-51.47,-97.48,135
0.30,-0.11,0.75,-17.15,-24.11,12.33,327.10,305.17,61.70,0.21,0.66,0.72,-4.52,-6.90,18.68,-69.21,-51.47,-87.22,135
0.29,-0.15,0.76,-11.05,-15.44,5.62,352.68,301.52,44.07,0.21,0.64,0.69,1.59,-13.49,12.76,-42.59,-42.59,-85.51,135
0.35,-0.15,0.74,-11.47,-15.99,-2.20,338.07,308.83,51.13,0.22,0.60,0.81,8.97,-14.04,8.24,-42.59,-56.79,-106.03,135
0.37,-0.21,0.69,3.17,-12.45,-4.21,361.82,307.00,31.73,0.26,0.63,0.85,19.35,-9.16,2.32,-55.01,-30.17,-107.75,135
0.41,-0.21,0.78,17.64,-3.36,-3.85,349.03,301.52,22.92,0.26,0.63,0.75,20.20,0.18,-1.16,-63.89,-56.79,-116.30,135
0.40,-0.21,0.79,5.13,4.39,2.38,328.93,307.00,24.68,0.28,0.66,0.81,12.63,0.79,-6.47,-56.79,-49.69,-102.61,135
0.41,-0.18,0.81,7.45,5.31,-4.88,352.68,301.52,26.44,0.29,0.69,0.77,6.77,-0.12,-2.99,-58.56,-51.47,-97.48,135
0.43,-0.15,0.85,0.85,3.54,-1.16,339.89,310.65,42.31,0.32,0.70,0.75,12.57,-5.00,-6.65,-56.79,-53.24,-99.19,135
0.42,-0.12,0.78,4.64,8.06,-7.57,327.10,294.21,47.60,0.27,0.70,0.69,5.13,2.81,-17.52,-67.44,-49.69,-95.77,135
0.41,-0.08,0.80,-5.62,16.36,-8.97,323.45,308.83,26.44,0.25,0.72,0.72,-0.67,-3.48,-32.71,-88.73,-39.04,-99.19,135
0.32,-0.04,0.85,-7.75,25.45,-23.93,327.10,294.21,65.23,0.11,0.83,0.57,3.72,-22.28,-21.36,-97.61,-40.82,-94.06,135
0.35,-0.01,0.85,-6.16,-0.43,-25.82,303.35,288.73,63.47,0.13,0.68,0.70,-10.80,-13.06,-12.08,-102.93,-70.99,-102.61,135
0.22,-0.11,0.76,-23.19,5.74,-16.36,314.31,292.38,66.99,0.12,0.69,0.68,-2.56,-5.07,-13.67,-117.13,-53.24,-112.88,135
0.25,-0.12,0.77,-6.16,6.96,-15.75,310.65,296.04,63.47,0.19,0.70,0.60,-5.00,4.82,-18.80,-118.90,-58.56,-124.85,135
0.30,-0.11,0.83,-14.22,21.12,-4.27,301.52,286.90,61.70,0.08,0.62,0.71,-11.66,-2.69,-5.07,-122.45,-55.01,-114.59,135
0.21,-0.17,0.68,-27.34,-0.49,-7.87,292.38,274.11,74.04,0.11,0.57,0.69,-3.72,-11.23,3.36,-124.23,-60.34,-126.56,135
0.31,-0.17,0.65,-12.08,-6.59,-2.14,303.35,296.04,74.04,0.06,0.52,0.77,-4.03,-0.85,2.56,-129.55,-55.01,-135.11,135
0.26,-0.23,0.60,-5.31,-9.03,-0.18,270.45,277.76,59.94,0.07,0.54,0.70,12.76,-2.56,4.70,-113.58,-67.44,-123.14,135
0.31,-0.21,0.70,15.99,-6.35,4.88,281.42,288.73,59.94,-0.01,0.56,0.76,20.94,4.46,17.21,-111.80,-55.01,-131.69,135
0.22,-0.26,0.74,13.06,-14.77,15.63,301.52,286.90,51.13,0.13,0.57,0.71,17.15,1.46,20.75,-104.71,-58.56,-124.85,135
0.33,-0.16,0.74,3.36,-13.18,15.32,299.69,288.73,52.89,0.16,0.61,0.73,11.23,7.57,22.52,-92.28,-63.89,-119.72,135
0.35,-0.18,0.72,11.17,-14.59,18.62,301.52,290.55,37.02,0.17,0.64,0.70,12.76,9.77,24.23,-95.83,-53.24,-116.30,135
0.32,-0.15,0.83,7.26,-11.72,23.32,328.93,303.35,45.84,0.14,0.60,0.76,3.97,6.90,24.60,-72.76,-51.47,-104.32,135
0.39,-0.21,0.70,-8.00,-15.44,25.63,334.41,305.17,19.39,0.12,0.62,0.73,5.49,13.79,19.23,-58.56,-51.47,-100.90,135
0.39,-0.19,0.78,4.58,-6.90,32.53,336.24,314.31,21.16,0.17,0.57,0.78,8.42,17.27,25.82,-39.04,-35.49,-85.51,135
0.30,-0.27,0.73,-5.98,-9.58,30.03,350.86,314.31,21.16,0.17,0.54,0.89,11.78,-1.22,26.67,-26.62,-44.37,-94.06,135
0.37,-0.26,0.68,0.85,-22.83,16.24,367.30,334.41,12.34,0.28,0.54,0.90,17.76,-4.88,17.88,-28.39,-42.59,-92.35,135
0.43,-0.28,0.74,18.55,-11.29,7.81,378.27,338.07,12.34,0.32,0.59,0.82,16.42,4.52,11.90,-15.97,-37.27,-73.54,135
0.44,-0.25,0.83,9.83,2.32,12.39,381.92,323.45,19.39,0.19,0.54,0.94,2.50,0.67,2.44,-33.72,-51.47,-83.80,135
0.34,-0.30,0.77,-7.02,-6.90,-3.11,369.13,325.27,14.10,0.28,0.57,0.85,9.52,-16.85,-3.48,-21.30,-31.94,-82.09,135
0.46,-0.27,0.71,14.53,-4.64,-16.54,380.10,325.27,17.63,0.30,0.66,0.96,30.15,-26.67,-12.15,-35.49,-31.94,-78.67,135
0.49,-0.17,0.85,32.65,-6.04,-29.48,367.30,312.48,26.44,0.40,0.76,0.71,39.98,-19.78,-13.92,-42.59,-42.59,-99.19,135
0.55,-0.02,0.92,30.52,9.70,-22.46,358.17,307.00,38.78,0.21,0.63,0.56,21.67,14.95,-9.46,-46.14,-46.14,-95.77,135
0.23,-0.11,0.66,-0.61,19.17,2.26,363.65,316.14,37.02,0.13,0.70,0.61,24.66,0.31,-4.88,-56.79,-53.24,-78.67,135
0.24,-0.01,0.79,24.84,3.42,-9.89,363.65,312.48,58.18,0.11,0.79,0.59,20.94,-9.03,-9.28,-60.34,-53.24,-78.67,135
0.31,0.01,0.83,7.45,-4.03,-12.82,354.51,296.04,56.41,0.21,0.77,0.56,27.59,-12.70,-10.19,-67.44,-74.54,-85.51,135
0.35,0.01,0.75,17.58,-0.18,-17.09,339.89,292.38,49.36,0.26,0.79,0.53,30.27,-5.31,-9.03,-72.76,-62.11,-83.80,135
0.43,0.06,0.77,19.41,9.83,-5.74,350.86,296.04,52.89,0.18,0.77,0.60,20.63,7.93,-6.84,-63.89,-74.54,-92.35,135
0.33,0.05,0.78,11.66,4.27,1.83,341.72,283.24,68.76,0.28,0.79,0.49,23.19,4.70,0.79,-70.99,-78.09,-64.99,135
0.33,0.08,0.77,11.96,10.01,3.54,354.51,288.73,70.52,0.17,0.81,0.54,17.52,7.81,-0.37,-76.31,-76.31,-80.38,135
0.32,0.11,0.78,6.04,1.10,4.21,345.37,294.21,72.28,0.19,0.82,0.44,5.98,6.90,-2.26,-83.41,-72.76,-76.96,135
0.36,0.14,0.73,3.54,1.04,-1.34,343.55,296.04,74.04,0.22,0.79,0.39,10.38,8.97,-0.92,-76.31,-72.76,-76.96,135
0.34,0.12,0.70,5.62,6.10,2.14,358.17,296.04,74.04,0.15,0.81,0.50,16.17,-2.62,-4.88,-85.18,-85.18,-71.83,135
0.31,0.12,0.75,8.30,-0.43,-7.08,361.82,310.65,88.15,0.17,0.84,0.50,14.28,-9.77,-5.37,-74.54,-70.99,-71.83,135
0.31,0.15,0.79,8.54,-3.54,-17.09,354.51,296.04,84.62,0.18,0.90,0.52,16.36,-12.63,-6.53,-97.61,-79.86,-76.96,135
0.32,0.17,0.82,10.86,-2.50,-15.81,339.89,285.07,84.62,0.18,0.86,0.50,20.08,-31.80,-4.09,-94.06,-76.31,-76.96,135
0.36,0.19,0.78,6.47,-7.69,-18.43,319.79,290.55,72.28,0.17,0.86,0.52,6.53,-22.52,2.14,-108.25,-62.11,-97.48,135
0.28,0.20,0.81,-6.29,-11.35,-15.14,321.62,277.76,81.10,0.22,0.85,0.47,1.59,-35.10,9.34,-97.61,-83.41,-97.48,135
0.36,0.20,0.75,-9.40,-25.88,-21.36,310.65,270.45,70.52,0.24,0.85,0.46,0.67,-38.02,14.89,-83.41,-72.76,-135.11,135
0.45,0.20,0.73,-7.08,-33.51,-19.59,303.35,285.07,49.36,0.29,0.85,0.42,-6.90,-33.75,20.02,-101.16,-72.76,-145.37,135
0.49,0.20,0.77,-16.97,-35.16,-11.17,297.86,290.55,40.55,0.35,0.82,0.40,-11.23,-29.17,23.74,-86.96,-69.21,-159.05,135
0.50,0.15,0.70,-19.23,-35.71,-6.90,281.42,281.42,10.58,0.34,0.77,0.44,-11.17,-33.81,26.18,-67.44,-53.24,-171.02,135
0.53,0.12,0.69,-20.08,-42.24,-11.47,272.28,294.21,1.76,0.44,0.77,0.42,-10.01,-32.35,9.58,-65.66,-51.47,-196.68,135
0.56,0.10,0.69,-19.84,-26.25,-18.37,261.32,305.17,-33.50,0.49,0.77,0.45,-4.58,-36.25,8.06,-62.11,-33.72,-217.20,135
0.64,0.12,0.65,-19.35,-26.92,-23.56,254.01,297.86,-37.02,0.52,0.73,0.46,-4.27,-25.63,5.25,-62.11,-40.82,-217.20,135
0.75,0.10,0.59,-10.68,-21.97,-14.83,237.56,303.35,-35.26,0.61,0.73,0.40,-2.99,-6.10,-6.96,-62.11,-37.27,-244.56,135
0.74,0.08,0.66,1.10,0.24,-8.73,239.39,312.48,-51.13,0.60,0.70,0.41,14.53,-22.22,23.19,-69.21,-30.17,-230.88,135
0.77,0.05,0.62,-6.29,-31.49,-3.17,222.94,307.00,-59.94,0.63,0.68,0.49,7.69,-16.54,29.85,-51.47,-12.42,-251.41,135
0.79,0.06,0.61,-1.59,-29.17,7.26,239.39,330.76,-72.28,0.70,0.62,0.46,1.53,-14.04,36.68,-33.72,-19.52,-261.67,135
