haX,haY,haZ,hgX,hgY,hgZ,hmX,hmY,hmZ,aaX,aaY,aaZ,agX,agY,agZ,amX,amY,amZ,angle
-0.03,0.16,0.81,3.54,-10.93,-6.10,274.11,873.49,162.19,-0.01,0.50,-0.97,12.70,-3.54,6.77,-266.20,606.94,-205.23,45
0.07,0.21,0.83,-4.33,0.43,1.65,268.62,864.35,149.85,-0.12,0.49,-0.92,2.69,-6.59,2.56,-282.17,580.32,-203.52,45
0.04,0.23,0.81,-5.31,-1.53,0.31,281.42,851.56,158.67,-0.13,0.49,-0.91,4.64,-6.47,-0.24,-269.75,582.09,-188.13,45
-0.02,0.24,0.81,-4.15,6.10,0.06,279.59,871.66,160.43,-0.08,0.55,-0.89,-0.12,-10.19,2.38,-266.20,585.64,-198.39,45
0.04,0.19,0.86,-9.77,8.00,-0.92,285.07,851.56,151.61,-0.15,0.60,-0.91,-8.42,-2.75,-3.91,-255.55,574.99,-188.13,45
0.02,0.12,0.87,-18.55,-3.30,2.56,272.28,878.97,160.43,-0.06,0.57,-0.95,-14.22,9.03,9.83,-260.88,580.32,-186.42,45
0.06,0.15,0.86,-36.38,-9.89,6.16,286.90,875.32,160.43,-0.18,0.68,-0.82,-28.69,-7.32,7.63,-255.55,571.44,-188.13,45
0.04,0.05,0.88,-29.66,-16.72,-4.58,290.55,871.66,153.38,-0.05,0.68,-0.79,-31.31,13.85,16.97,-287.50,578.54,-184.71,45
0.05,-0.10,0.83,-45.65,-8.36,-5.13,310.65,866.18,165.72,-0.04,0.74,-0.73,-35.10,8.73,23.38,-292.82,576.77,-172.73,45
0.09,-0.07,0.87,-43.70,-15.99,-2.69,312.48,853.39,160.43,-0.04,0.79,-0.69,-41.93,2.62,17.82,-298.14,571.44,-164.18,45
0.12,-0.19,0.79,-48.71,-20.02,-5.25,352.68,857.04,163.95,0.03,0.85,-0.61,-27.10,10.19,16.54,-298.14,560.80,-164.18,45
0.14,-0.26,0.80,-40.28,-10.74,2.56,352.68,838.77,160.43,0.01,0.91,-0.50,-32.17,-3.30,7.81,-305.24,557.25,-167.60,45
0.15,-0.31,0.76,-34.36,2.32,-5.43,376.44,836.94,151.61,0.08,0.89,-0.45,-33.14,-4.46,5.62,-308.79,553.70,-129.98,45
0.17,-0.42,0.67,-39.73,9.70,-3.48,367.30,846.08,118.12,0.08,0.95,-0.46,-26.73,-11.54,2.44,-292.82,555.47,-121.43,45
0.17,-0.47,0.72,-37.17,10.01,-3.54,370.96,857.04,107.54,0.08,0.98,-0.35,-35.58,-4.33,4.09,-303.47,537.72,-97.48,45
0.19,-0.52,0.63,-42.91,4.46,2.75,385.58,842.42,75.81,-0.07,1.00,-0.25,-42.42,-5.13,-10.44,-276.85,543.05,-85.51,45
0.11,-0.64,0.54,-51.76,4.27,2.56,361.82,844.25,77.57,0.08,0.99,-0.18,-34.91,-1.22,-2.20,-267.97,559.02,-80.38,45
0.12,-0.66,0.52,-48.77,13.85,6.90,376.44,862.52,52.89,-0.01,1.02,-0.07,-37.41,-5.19,-1.10,-266.20,535.95,-58.15,45
0.10,-0.70,0.41,-40.47,-2.44,1.65,372.79,862.52,21.16,-0.00,0.99,0.04,-27.47,-11.23,-1.65,-252.00,539.50,-58.15,45
0.14,-0.72,0.38,-30.21,7.39,-0.43,352.68,857.04,-1.76,-0.04,1.02,0.05,-20.94,-6.41,-6.77,-225.38,523.53,-59.86,45
0.10,-0.80,0.34,-28.02,8.97,2.75,347.20,851.56,-17.63,-0.06,1.02,0.05,-20.69,-3.72,-0.43,-221.83,534.18,-53.02,45
0.07,-0.83,0.28,-31.86,0.55,0.00,349.03,864.35,-12.34,-0.05,0.98,0.14,-19.35,-7.93,1.89,-214.73,527.08,-49.60,45
0.09,-0.81,0.24,-26.55,2.75,-3.30,361.82,858.87,-42.31,-0.03,0.99,0.16,-21.97,-9.28,-5.74,-202.31,521.75,-37.63,45
0.07,-0.89,0.17,-29.66,5.19,5.25,345.37,860.70,-19.39,-0.08,1.01,0.24,-17.94,-8.00,-7.20,-205.86,532.40,-23.94,45
0.05,-0.89,0.16,-26.12,-1.59,3.72,336.24,862.52,-49.36,-0.05,0.96,0.35,-15.20,-7.08,-4.15,-184.57,521.75,-27.36,45
0.06,-0.89,0.09,-18.98,0.06,2.01,338.07,860.70,-47.60,-0.08,0.96,0.37,-7.39,-7.20,-0.43,-170.37,528.85,-27.36,45
0.08,-0.90,0.08,-14.28,0.00,-4.03,330.76,857.04,-44.07,-0.03,0.94,0.34,-5.19,-8.12,-0.79,-165.04,516.43,-39.34,45
0.07,-0.90,0.06,-12.76,6.23,-2.26,328.93,858.87,-49.36,0.00,0.89,0.35,1.89,-7.81,5.43,-163.27,528.85,-27.36,45
0.10,-0.86,0.01,-1.71,4.52,-2.93,316.14,846.08,-65.23,0.01,0.90,0.34,15.50,-5.68,-2.93,-170.37,528.85,-30.78,45
0.10,-0.89,0.07,9.40,2.14,6.96,332.58,858.87,-74.04,-0.07,0.98,0.37,11.23,-8.48,-5.80,-159.72,514.65,-20.52,45
0.04,-0.93,0.09,5.07,1.95,-3.17,338.07,864.35,-61.70,-0.02,0.93,0.36,8.18,2.38,9.83,-156.17,521.75,-23.94,45
0.09,-0.93,0.01,1.04,-5.13,-0.92,336.24,844.25,-63.47,-0.05,0.99,0.33,16.97,-4.21,-0.31,-170.37,525.30,-20.52,45
0.05,-0.90,0.13,9.77,-1.28,0.06,317.96,840.60,-59.94,-0.06,0.94,0.30,7.87,3.42,-3.60,-159.72,528.85,-20.52,45
0.03,-0.90,0.07,-2.93,-0.49,4.33,336.24,862.52,-66.99,-0.02,0.94,0.43,12.21,-1.28,5.00,-181.02,507.56,-13.68,45
0.09,-0.94,0.03,2.81,2.93,-7.45,332.58,858.87,-56.41,0.00,0.97,0.36,13.06,-1.83,8.24,-186.34,523.53,-35.92,45
0.11,-0.92,0.11,5.68,-3.78,-1.28,330.76,857.04,-54.65,-0.04,0.98,0.31,7.39,-5.13,2.01,-166.82,525.30,-27.36,45
0.07,-0.92,0.11,1.22,1.28,-2.26,317.96,847.90,-66.99,0.00,0.92,0.34,10.13,-2.81,3.72,-172.14,516.43,-29.07,45
0.08,-0.89,0.07,5.80,6.71,1.71,319.79,849.73,-51.13,-0.03,0.96,0.30,16.11,-5.07,-2.26,-182.79,505.78,-22.23,45
0.09,-0.89,0.15,6.96,3.48,2.87,350.86,851.56,-70.52,0.04,0.99,0.35,10.93,0.55,3.91,-177.47,528.85,-17.10,45
0.15,-0.92,0.12,2.87,-2.69,-2.69,338.07,835.11,-61.70,-0.00,0.98,0.38,5.62,-2.93,3.66,-179.24,527.08,-15.39,45
0.10,-0.88,0.09,3.91,3.48,-0.98,336.24,866.18,-59.94,-0.16,0.94,0.31,8.73,10.99,-12.27,-165.04,516.43,-15.39,45
-0.04,-0.91,0.02,-0.67,-4.88,10.93,332.58,862.52,-74.04,-0.10,0.95,0.34,19.78,2.99,4.09,-163.27,514.65,-27.36,45
0.05,-0.91,0.08,8.67,-5.00,-9.46,332.58,851.56,-66.99,0.07,0.94,0.27,20.75,3.30,15.26,-163.27,525.30,-20.52,45
0.14,-0.90,0.11,5.43,-1.34,-3.48,347.20,855.21,-59.94,-0.05,1.00,0.27,19.47,-9.58,-4.64,-168.59,509.33,-29.07,45
0.03,-0.90,0.21,14.53,0.43,2.69,328.93,855.21,-45.84,-0.07,0.92,0.20,26.55,7.14,4.21,-200.54,509.33,-29.07,45
0.14,-0.76,0.14,21.55,-15.63,9.89,330.76,864.35,-40.55,0.01,0.86,0.26,35.89,-5.68,-19.71,-188.11,521.75,-23.94,45
0.01,-0.78,0.18,33.51,35.16,12.15,352.68,846.08,-54.65,-0.17,1.02,0.17,51.27,1.53,7.69,-189.89,512.88,-29.07,45
0.09,-0.81,0.27,42.48,-2.26,-10.99,350.86,840.60,-45.84,-0.02,1.03,0.02,48.65,-14.34,-28.38,-218.28,519.98,-18.81,45
-0.00,-0.78,0.44,35.03,27.47,17.27,350.86,858.87,-35.26,-0.08,1.06,-0.03,42.48,-5.80,-32.47,-204.09,523.53,-29.07,45
-0.09,-0.76,0.50,32.90,32.41,23.32,349.03,853.39,-40.55,-0.42,1.08,-0.12,36.44,-0.12,-4.03,-191.66,528.85,-20.52,45
-0.06,-0.70,0.43,34.36,-37.66,-4.46,352.68,857.04,-33.50,-0.12,0.97,-0.21,35.52,-5.25,-15.38,-225.38,541.27,-39.34,45
-0.13,-0.74,0.53,16.11,16.11,8.67,363.65,849.73,-12.34,-0.23,1.05,-0.08,47.12,21.12,26.79,-228.93,523.53,-32.49,45
0.01,-0.62,0.53,40.71,-39.86,-8.18,363.65,853.39,-1.76,-0.07,0.98,-0.27,36.99,-1.53,-14.65,-236.03,530.63,-56.44,45
-0.04,-0.59,0.64,29.17,8.06,14.77,361.82,866.18,24.68,-0.19,1.01,-0.36,40.22,9.83,-4.15,-239.58,534.18,-63.28,45
-0.06,-0.54,0.67,29.66,-8.24,7.14,356.34,849.73,33.50,-0.17,0.97,-0.27,37.41,18.43,15.50,-252.00,550.15,-64.99,45
0.03,-0.49,0.57,31.37,-22.46,-2.32,354.51,862.52,42.31,-0.13,0.93,-0.46,39.31,-12.02,-5.68,-243.13,541.27,-66.70,45
0.03,-0.40,0.71,31.49,-5.31,2.69,354.51,866.18,63.47,-0.19,0.97,-0.44,45.78,-0.18,-2.69,-259.10,546.60,-92.35,45
-0.03,-0.39,0.75,40.95,-2.38,5.07,361.82,858.87,66.99,-0.21,0.90,-0.50,36.56,-4.94,-7.93,-266.20,567.89,-92.35,45
-0.01,-0.34,0.70,35.28,1.46,5.07,350.86,862.52,77.57,-0.08,0.83,-0.64,44.19,-0.37,-2.50,-260.88,551.92,-107.75,45
-0.01,-0.26,0.83,30.21,5.86,8.24,356.34,860.70,86.38,-0.18,0.84,-0.59,35.03,5.07,1.77,-267.97,551.92,-121.43,45
-0.05,-0.23,0.79,28.38,-2.32,-1.10,345.37,860.70,111.07,-0.09,0.74,-0.66,36.19,0.37,3.66,-271.52,566.12,-114.59,45
-0.07,-0.17,0.78,24.17,19.47,-3.72,358.17,858.87,123.41,-0.23,0.76,-0.73,28.99,-23.32,-8.30,-289.27,555.47,-131.69,45
-0.10,-0.14,0.80,17.40,22.71,-7.51,350.86,862.52,98.73,-0.20,0.75,-0.65,24.05,-27.77,-8.67,-271.52,544.82,-121.43,45
-0.05,-0.14,0.80,14.71,24.29,-9.77,352.68,853.39,89.91,-0.16,0.74,-0.68,20.45,-3.72,6.53,-255.55,557.25,-109.46,45
0.00,-0.10,0.79,8.06,1.22,-4.15,341.72,864.35,79.33,-0.19,0.68,-0.67,-3.48,-11.66,-25.39,-269.75,546.60,-99.19,45
-0.11,-0.14,0.71,-14.47,30.09,16.66,345.37,875.32,75.81,-0.23,0.71,-0.69,9.16,20.81,-16.85,-252.00,553.70,-92.35,45
-0.12,-0.06,0.74,-3.66,-2.44,36.01,341.72,871.66,75.81,-0.53,0.73,-0.76,11.78,-0.12,-38.76,-246.68,569.67,-107.75,45
-0.31,0.03,0.86,13.18,5.19,32.04,314.31,895.42,63.47,-0.44,0.65,-0.74,3.91,-24.54,-42.36,-214.73,583.87,-104.32,45
-0.33,-0.02,0.80,6.41,47.18,17.58,303.35,880.80,49.36,-0.38,0.60,-0.76,15.63,-22.89,-33.57,-195.21,571.44,-102.61,45
-0.36,0.01,0.78,8.54,55.11,16.24,290.55,897.24,22.92,-0.56,0.61,-0.68,13.67,-35.71,-43.58,-175.69,576.77,-97.48,45
-0.45,-0.02,0.71,7.02,56.46,14.40,283.24,900.90,-12.34,-0.69,0.54,-0.68,1.89,-61.95,-51.88,-136.65,555.47,-59.86,45
-0.64,-0.05,0.65,-11.29,90.03,2.69,281.42,891.76,-52.89,-0.69,0.48,-0.55,10.93,-75.99,-36.87,-113.58,539.50,-23.94,45
-0.58,0.00,0.54,0.49,88.01,-9.58,290.55,875.32,-107.54,-0.91,0.47,-0.25,13.49,-87.46,-43.58,-106.48,479.16,13.68,45
-0.75,-0.05,0.38,21.30,74.16,-14.83,290.55,838.77,-160.43,-0.98,0.41,-0.28,-4.58,-49.80,-26.18,-88.73,450.77,47.89,45
-0.82,-0.11,0.18,-4.70,54.14,-11.17,305.17,820.49,-188.64,-0.98,0.38,-0.29,4.58,-33.02,-12.63,-79.86,409.95,66.70,45
-0.78,-0.10,0.13,-14.22,36.74,-2.81,317.96,789.43,-204.50,-0.97,0.33,-0.21,-6.23,-24.96,-6.41,-62.11,392.20,66.70,45
-0.80,-0.08,0.04,-21.06,46.39,-2.69,301.52,772.98,-234.47,-0.90,0.20,-0.26,-13.37,-31.98,-45.29,-37.27,356.71,76.96,45
-0.84,-0.06,0.02,-34.79,64.03,29.17,290.55,743.74,-241.52,-0.96,0.10,0.01,-23.62,-40.71,-79.65,-21.30,333.64,88.93,45
-0.94,-0.07,-0.11,-26.37,66.04,30.70,259.49,705.37,-250.34,-0.87,0.03,0.02,12.88,-5.55,-4.52,1.77,307.02,83.80,45
-0.86,0.09,-0.17,-7.75,33.02,15.26,257.66,685.27,-266.21,-1.11,0.04,0.18,5.25,-5.13,2.99,7.10,291.05,82.09,45
-0.84,0.01,-0.22,23.44,-30.09,-12.08,257.66,688.92,-255.63,-0.83,0.08,-0.02,26.25,34.36,38.09,-3.55,301.69,78.67,45
-0.78,-0.05,-0.08,21.30,-43.95,-11.72,268.62,718.16,-252.10,-0.86,0.21,-0.14,36.74,58.53,75.01,-26.62,353.16,66.70,45
-0.65,0.00,0.21,26.92,-102.11,-23.56,288.73,741.92,-236.24,-0.90,0.41,-0.29,36.93,122.44,123.17,-63.89,418.82,61.57,45
-0.71,-0.02,0.50,25.15,-175.78,-14.16,303.35,840.60,-186.87,-0.98,0.61,-0.38,24.54,107.97,125.49,-131.33,504.01,10.26,45
-0.61,0.01,0.64,28.63,-187.32,-33.81,321.62,869.83,-66.99,-0.60,0.68,-0.63,18.98,118.71,108.46,-188.11,557.25,-68.41,45
-0.41,-0.09,0.73,-2.32,-147.52,-24.72,323.45,878.97,19.39,-0.08,0.53,-0.79,45.29,102.17,79.71,-236.03,573.22,-121.43,45
-0.30,-0.06,0.78,-6.59,-34.61,19.96,325.27,869.83,98.73,-0.68,0.75,-0.55,12.27,-11.41,2.01,-253.78,559.02,-128.27,45
-0.38,0.04,0.84,30.52,-21.61,0.43,327.10,871.66,96.96,-0.60,0.63,-0.88,12.57,-41.75,-22.77,-257.33,569.67,-121.43,45
-0.50,0.03,0.87,-2.50,64.88,4.15,312.48,882.62,86.38,-0.67,0.67,-0.78,-2.14,-104.37,-72.33,-228.93,555.47,-87.22,45
-0.57,-0.08,0.87,-14.28,114.69,-1.16,312.48,882.62,-8.81,-0.61,0.62,-0.67,-12.08,-122.25,-88.44,-191.66,528.85,-20.52,45
-0.53,-0.06,0.67,-24.90,162.66,9.03,336.24,866.18,-70.52,-0.81,0.52,-0.47,-18.74,-96.56,-79.04,-115.35,459.64,35.92,45
-0.54,-0.05,0.45,-27.65,100.59,21.36,321.62,840.60,-158.67,-0.76,0.42,-0.23,-20.69,-48.28,-58.59,-85.18,429.47,51.31,45
-0.51,-0.11,0.22,-13.92,42.85,18.25,292.38,800.39,-215.08,-0.63,0.37,-0.28,-0.12,17.40,9.89,-69.21,406.40,59.86,45
-0.45,-0.10,0.20,-10.19,-35.40,-7.75,281.42,811.36,-204.50,-0.71,0.40,-0.29,16.91,61.40,60.24,-63.89,454.32,44.47,45
-0.54,-0.06,0.39,10.07,-105.59,-8.97,283.24,827.80,-167.48,-0.59,0.38,-0.40,24.66,107.36,88.13,-124.23,500.46,6.84,45
-0.88,-0.10,0.51,21.85,-68.05,-9.34,288.73,873.49,-95.20,-0.67,0.52,-0.81,42.91,95.76,109.50,-172.14,534.18,-49.60,45
-0.39,-0.01,0.73,17.76,-125.12,1.77,314.31,877.14,-14.10,-0.60,0.65,-0.71,13.98,40.53,24.41,-202.31,560.80,-75.25,45
-0.37,0.03,0.81,26.43,-67.99,20.26,321.62,891.76,42.31,-0.82,0.76,-0.43,-13.55,6.90,24.23,-220.06,574.99,-95.77,45
-0.21,-0.01,0.78,46.88,-80.57,-10.07,307.00,899.07,59.94,-0.43,0.68,-0.99,-10.13,15.93,2.87,-243.13,576.77,-131.69,45
-0.18,-0.03,0.82,-13.24,-36.07,-4.15,312.48,897.24,79.33,-0.25,0.60,-0.89,11.47,49.44,26.92,-248.45,585.64,-150.50,45
-0.16,0.00,0.87,-16.54,-23.93,-0.06,301.52,889.93,128.70,-0.28,0.69,-0.76,-3.85,30.09,13.92,-267.97,573.22,-155.63,45
-0.08,-0.06,0.81,-12.94,-26.55,4.64,308.83,882.62,146.33,-0.16,0.67,-0.78,-4.15,17.03,9.83,-267.97,573.22,-165.89,45
-0.06,-0.01,0.84,-10.68,-12.94,9.77,297.86,871.66,142.80,-0.29,0.71,-0.70,-7.08,18.19,10.13,-283.95,560.80,-177.87,45
-0.07,-0.08,0.79,-5.43,-26.37,0.18,310.65,862.52,155.14,-0.16,0.70,-0.78,1.71,30.46,26.67,-273.30,564.34,-177.87,45
0.03,-0.09,0.80,-8.12,-49.07,-5.07,305.17,849.73,167.48,-0.06,0.69,-0.73,15.01,42.72,49.93,-282.17,569.67,-193.26,45
0.18,-0.06,0.80,6.16,-60.85,-12.21,338.07,831.46,216.84,0.26,0.66,-0.74,9.28,23.74,35.46,-333.64,557.25,-218.91,45
0.30,-0.09,0.78,-1.28,-16.11,-3.48,317.96,825.98,239.76,0.19,0.73,-0.75,12.02,26.00,20.45,-344.29,543.05,-229.17,45
0.35,-0.11,0.85,-1.59,-27.53,0.92,314.31,807.70,246.81,0.24,0.74,-0.76,-3.97,24.41,12.08,-338.96,555.47,-227.46,45
0.38,-0.11,0.78,-15.75,-21.18,11.17,317.96,800.39,243.29,0.12,0.78,-0.64,2.26,45.29,30.15,-354.93,546.60,-242.85,45
0.43,-0.12,0.76,-0.12,-65.86,-0.92,325.27,771.15,257.39,0.37,0.70,-0.64,6.16,63.60,46.51,-369.13,496.91,-263.38,45
0.55,-0.12,0.66,-4.94,-68.24,-1.34,332.58,741.92,285.60,0.40,0.67,-0.59,13.67,85.82,54.63,-369.13,475.61,-283.90,45
0.64,-0.10,0.59,1.65,-101.26,-3.72,325.27,716.33,327.91,0.63,0.60,-0.49,-3.97,49.01,42.42,-401.07,447.22,-301.00,45
0.79,-0.08,0.48,-7.26,-50.60,-5.80,338.07,674.30,333.20,0.65,0.61,-0.52,4.27,32.59,15.87,-404.62,429.47,-301.00,45
0.81,-0.10,0.43,-3.91,-34.91,32.53,332.58,676.13,359.64,0.55,0.61,-0.45,-4.21,26.86,-7.39,-395.75,417.05,-312.97,45
0.71,-0.22,0.43,-2.44,-30.82,15.01,343.55,665.17,327.91,0.52,0.62,-0.31,15.69,33.39,35.52,-390.43,411.72,-318.10,45
0.81,-0.17,0.32,25.02,-69.64,-21.00,328.93,628.62,345.54,0.83,0.42,-0.43,26.43,13.00,35.58,-406.40,385.10,-336.92,45
0.90,-0.10,0.39,-13.12,11.54,-16.72,319.79,601.21,347.30,0.73,0.50,-0.38,-0.73,-3.72,6.84,-409.95,388.65,-326.66,45
0.91,-0.09,0.33,-0.67,-2.32,-9.46,336.24,614.00,356.12,0.86,0.43,-0.39,-13.12,-36.32,-23.99,-424.15,388.65,-330.08,45
0.79,-0.12,0.31,-27.65,64.82,6.04,338.07,630.45,329.67,0.57,0.55,-0.35,2.08,-51.88,-34.85,-413.50,427.70,-312.97,45
0.69,-0.12,0.44,5.25,49.38,-11.78,334.41,659.68,333.20,0.61,0.54,-0.52,15.63,-43.58,-12.57,-409.95,441.89,-292.45,45
0.71,-0.12,0.52,5.37,40.04,-15.20,327.10,663.34,312.04,0.54,0.58,-0.62,13.37,-51.88,-9.70,-424.15,431.24,-299.29,45
0.68,-0.11,0.66,5.00,41.02,-13.12,334.41,685.27,308.52,0.55,0.62,-0.73,13.31,-43.09,5.62,-402.85,441.89,-289.03,45
0.70,-0.03,0.69,-4.27,40.16,-14.28,345.37,703.54,315.57,0.52,0.63,-0.67,4.46,-62.81,-17.03,-399.30,473.84,-278.77,45
0.60,-0.03,0.70,-0.49,71.41,-18.19,347.20,723.64,306.75,0.37,0.65,-0.74,-8.00,-109.50,-61.46,-381.55,509.33,-237.72,45
0.42,-0.04,0.78,-9.95,116.46,-10.68,370.96,772.98,266.21,0.12,0.71,-0.77,18.01,-62.26,-37.84,-372.68,535.95,-198.39,45
0.30,-0.06,0.82,8.79,60.49,-8.54,361.82,796.74,229.18,0.11,0.68,-0.80,-1.40,-82.03,-48.46,-338.96,537.72,-172.73,45
0.18,-0.02,0.87,-12.08,97.60,-3.36,374.61,831.46,178.06,-0.09,0.73,-0.74,7.39,-49.01,-38.09,-314.12,551.92,-135.11,45
0.01,-0.07,0.84,-2.14,59.75,2.93,370.96,857.04,135.75,-0.25,0.71,-0.73,2.14,-63.60,-46.69,-298.14,557.25,-119.72,45
-0.14,-0.07,0.81,-12.57,77.76,-1.89,370.96,860.70,96.96,-0.42,0.72,-0.70,13.85,-1.22,-7.02,-267.97,544.82,-94.06,45
-0.17,-0.11,0.66,7.87,4.88,1.65,363.65,878.97,68.76,-0.47,0.71,-0.77,-5.00,-42.66,-28.14,-266.20,550.15,-78.67,45
-0.26,-0.10,0.79,-11.47,29.60,3.17,376.44,880.80,35.26,-0.30,0.63,-0.59,5.07,-3.05,2.08,-260.88,551.92,-70.12,45
-0.25,-0.10,0.69,-3.54,12.21,-3.17,356.34,878.97,22.92,-0.29,0.63,-0.49,22.52,67.99,56.52,-257.33,544.82,-87.22,45
0.04,-0.08,0.53,37.29,-115.05,0.85,372.79,862.52,66.99,0.03,0.56,-0.62,54.81,64.33,40.47,-294.59,557.25,-140.24,45
-0.03,-0.03,0.82,32.65,-61.83,-1.22,349.03,846.08,135.75,-0.10,0.67,-0.99,21.36,20.81,35.77,-319.44,553.70,-157.34,45
0.03,0.10,0.99,3.05,-25.09,-12.76,363.65,846.08,174.53,-0.13,0.70,-0.94,6.59,10.86,2.01,-353.16,544.82,-172.73,45
0.03,0.04,0.92,6.90,-3.97,5.25,358.17,836.94,190.40,-0.08,0.66,-0.90,8.48,-4.64,-10.44,-319.44,564.34,-194.97,45
0.04,0.03,0.88,-0.85,12.57,6.29,352.68,842.42,185.11,-0.09,0.65,-0.90,14.47,15.50,11.41,-331.86,551.92,-179.58,45
0.04,0.04,0.89,6.04,-5.31,-1.46,350.86,840.60,190.40,-0.08,0.67,-1.06,23.99,18.01,26.00,-346.06,562.57,-186.42,45
0.11,0.10,0.99,10.62,-25.09,-0.92,365.48,840.60,186.87,-0.12,0.67,-0.89,-12.57,-39.43,-30.94,-337.19,553.70,-167.60,45
0.03,0.05,0.98,-14.04,22.40,11.72,370.96,827.80,160.43,-0.16,0.66,-0.89,-7.26,8.36,-9.52,-321.21,548.37,-152.21,45
-0.01,-0.01,0.83,-22.83,-2.56,6.35,343.55,851.56,155.14,0.04,0.58,-0.83,-17.33,-23.01,-20.39,-303.47,559.02,-128.27,45
0.02,-0.00,0.84,-31.01,46.02,10.99,354.51,851.56,133.98,-0.16,0.65,-0.63,-29.79,-15.81,-0.24,-292.82,537.72,-118.01,45
-0.01,-0.07,0.71,-32.04,8.36,-5.62,369.13,847.90,88.15,-0.25,0.69,-0.65,-19.65,9.64,12.82,-275.07,548.37,-107.75,45
0.01,-0.12,0.61,-25.15,-39.37,5.49,349.03,864.35,89.91,-0.00,0.54,-0.43,-11.84,-27.10,14.10,-275.07,548.37,-90.64,45
0.09,-0.13,0.47,-22.34,23.56,-27.22,369.13,844.25,77.57,-0.08,0.60,-0.33,28.56,8.54,18.01,-275.07,537.72,-97.48,45
0.10,-0.09,0.47,51.27,-30.76,3.11,387.40,840.60,66.99,-0.05,0.59,-0.62,66.53,24.54,13.49,-310.57,544.82,-128.27,45
0.03,-0.03,0.67,52.25,-15.99,-6.77,370.96,820.49,111.07,-0.03,0.64,-0.90,68.24,16.66,10.19,-330.09,546.60,-143.66,45
0.06,0.06,0.93,54.38,-8.79,1.46,372.79,851.56,151.61,0.02,0.62,-1.05,30.82,-35.34,-15.08,-337.19,564.34,-164.18,45
0.09,0.10,1.04,15.69,32.84,6.65,363.65,846.08,163.95,-0.03,0.55,-0.95,15.93,4.82,-0.06,-330.09,557.25,-160.76,45
0.06,0.14,0.89,-0.06,-3.48,11.17,363.65,842.42,174.53,0.04,0.56,-1.00,27.40,-19.71,-6.04,-335.41,555.47,-183.00,45
0.10,0.19,1.00,20.75,22.52,4.82,352.68,846.08,185.11,-0.07,0.57,-0.96,14.40,-12.88,-6.23,-340.74,571.44,-198.39,45
0.02,0.17,0.95,5.31,22.64,-2.20,352.68,831.46,192.16,-0.14,0.56,-0.99,-0.98,-38.57,-22.58,-331.86,569.67,-176.15,45
-0.04,0.15,0.94,-10.74,46.08,-3.30,347.20,847.90,179.82,-0.18,0.54,-1.00,-0.06,-30.15,-12.88,-303.47,569.67,-138.53,45
-0.12,0.16,0.94,-11.47,43.09,-5.25,354.51,866.18,155.14,-0.46,0.60,-1.16,-8.67,-1.77,-7.63,-307.02,562.57,-128.27,45
-0.18,0.13,1.03,-26.67,-16.78,9.52,350.86,873.49,144.56,-0.08,0.52,-0.79,-34.06,21.18,15.81,-301.69,557.25,-136.82,45
-0.05,0.05,0.74,-42.05,-18.98,10.50,369.13,851.56,137.51,-0.22,0.62,-0.68,-25.76,-9.77,9.64,-285.72,551.92,-114.59,45
-0.04,-0.03,0.72,-27.77,-0.85,-6.47,356.34,868.01,107.54,-0.22,0.65,-0.64,-28.75,-27.71,-10.07,-278.62,544.82,-100.90,45
-0.08,-0.10,0.69,-32.10,27.89,-6.65,358.17,866.18,81.10,-0.23,0.65,-0.62,-11.41,-20.63,-20.69,-269.75,539.50,-85.51,45
-0.13,-0.13,0.62,-16.91,24.72,8.61,356.34,871.66,54.65,-0.19,0.61,-0.52,-5.43,-73.67,-38.45,-255.55,532.40,-51.31,45
-0.21,-0.12,0.59,-12.33,111.02,-6.96,372.79,866.18,3.53,-0.41,0.61,-0.50,1.28,-51.39,-54.93,-216.51,525.30,-23.94,45
-0.43,-0.17,0.52,-3.11,111.82,18.62,356.34,849.73,-22.92,-0.70,0.53,-0.50,-23.38,-102.60,-105.35,-195.21,479.16,17.10,45
-0.58,-0.14,0.49,-26.67,142.82,42.97,363.65,857.04,-125.17,-1.04,0.39,-0.33,6.35,-48.22,-109.07,-120.68,457.86,27.36,45
-0.85,-0.14,0.34,2.99,101.87,39.37,330.76,827.80,-188.64,-0.89,0.34,-0.30,-3.30,-49.50,-45.90,-92.28,447.22,44.47,45
-0.88,-0.10,0.23,-9.83,68.24,17.94,316.14,798.57,-195.69,-1.03,0.26,-0.18,13.55,-8.91,-16.36,-78.09,418.82,68.41,45
-0.97,-0.04,0.14,6.16,26.49,5.98,308.83,802.22,-216.84,-1.15,0.25,-0.15,4.09,-36.32,-19.41,-76.31,402.85,80.38,45
-0.96,-0.03,0.04,0.43,29.36,-5.25,303.35,785.77,-222.13,-1.01,0.20,-0.14,14.47,-11.35,-7.57,-86.96,381.55,90.64,45
-0.88,-0.02,0.03,5.37,16.48,0.79,319.79,776.64,-227.42,-0.96,0.19,-0.14,13.24,-28.69,-19.23,-76.31,378.00,87.22,45
-0.84,-0.02,0.01,7.26,26.86,3.48,314.31,767.50,-236.24,-1.07,0.16,-0.03,18.68,-3.23,-8.85,-63.89,369.13,106.03,45
-0.94,-0.00,-0.08,10.38,2.38,5.62,314.31,745.57,-236.24,-1.03,0.12,-0.08,25.27,-14.89,3.66,-81.63,354.93,92.35,45
