haX,haY,haZ,hgX,hgY,hgZ,hmX,hmY,hmZ,aaX,aaY,aaZ,agX,agY,agZ,amX,amY,amZ,angle
-0.30,0.17,-1.07,12.94,17.09,-5.62,489.74,555.52,-56.41,-0.48,-0.07,-0.93,21.00,21.18,-9.64,141.97,177.47,-242.85,180
-0.19,0.13,-1.09,13.98,23.50,-8.18,478.77,529.94,-49.36,-0.46,-0.08,-1.08,14.10,10.44,-7.69,138.42,181.02,-253.12,180
-0.13,0.10,-1.11,-0.79,12.82,-6.59,469.64,520.80,-44.07,-0.30,-0.05,-0.99,8.85,0.79,-5.49,136.65,161.49,-254.83,180
-0.32,0.15,-1.15,0.73,2.75,-6.10,478.77,526.29,-49.36,-0.22,-0.06,-0.94,7.57,0.00,-2.14,141.97,181.02,-236.01,180
-0.30,0.12,-1.08,6.23,2.14,-2.75,491.57,509.84,-40.55,-0.22,-0.05,-0.85,7.26,-4.64,1.95,147.30,165.04,-254.83,180
-0.28,0.15,-1.10,-1.95,-4.27,1.04,482.43,511.67,-56.41,-0.34,-0.04,-0.90,-0.55,-9.70,5.92,149.07,166.82,-253.12,180
-0.29,0.16,-1.12,-12.51,-8.67,4.09,478.77,504.36,-63.47,-0.33,-0.06,-0.97,3.17,-7.45,3.72,150.85,157.95,-254.83,180
-0.28,0.15,-1.07,1.71,-5.49,1.28,493.39,511.67,-52.89,-0.30,-0.04,-0.96,6.23,-5.13,1.34,124.23,163.27,-253.12,180
-0.30,0.13,-1.07,-2.20,-2.20,0.73,476.95,513.49,-51.13,-0.35,0.02,-0.95,-8.06,-12.45,10.80,122.45,175.69,-268.51,180
-0.28,0.19,-1.02,-6.59,-11.41,7.45,480.60,528.11,-58.18,-0.35,-0.00,-0.79,-7.02,-11.84,7.20,126.00,186.34,-271.93,180
-0.30,0.20,-1.08,-17.15,-12.82,4.88,469.64,535.42,-68.76,-0.36,0.05,-0.95,-1.59,-1.77,1.10,129.55,175.69,-275.35,180
-0.34,0.25,-1.08,-12.94,-0.55,1.16,484.26,531.77,-86.38,-0.36,0.08,-0.91,-13.37,-8.48,8.24,124.23,195.21,-270.22,180
-0.32,0.26,-0.99,-17.21,-7.08,7.32,482.43,526.29,-84.62,-0.36,0.10,-0.99,-23.68,-11.35,7.32,131.33,191.66,-297.58,180
-0.37,0.27,-1.04,-24.96,-9.16,6.65,465.98,546.39,-89.91,-0.42,0.15,-0.96,-29.11,-11.41,4.94,97.61,204.09,-326.66,180
-0.31,0.29,-0.98,-24.72,-5.49,2.50,436.74,542.73,-121.64,-0.42,0.20,-0.86,-29.72,-8.61,1.71,99.38,202.31,-335.21,180
-0.32,0.38,-1.00,-38.27,-3.42,1.71,440.40,539.08,-139.27,-0.48,0.26,-0.85,-32.41,-9.16,-5.49,86.96,218.28,-360.86,180
-0.36,0.47,-1.03,-52.92,-3.30,-5.00,444.05,564.66,-149.85,-0.49,0.37,-1.02,-30.58,-13.49,-2.50,81.63,205.86,-369.41,180
-0.41,0.54,-1.01,-41.32,-8.85,-3.30,425.78,571.97,-192.16,-0.51,0.38,-0.85,-28.08,-8.73,-5.86,67.44,230.71,-393.36,180
-0.37,0.53,-0.93,-34.36,-0.43,-7.14,387.40,573.80,-208.03,-0.44,0.49,-0.71,-29.42,-16.85,2.44,40.82,225.38,-401.91,180
-0.46,0.65,-0.88,-32.47,-19.59,2.93,374.61,586.59,-220.37,-0.53,0.48,-0.83,-16.36,-17.03,-3.97,10.65,244.90,-417.30,180
-0.38,0.62,-0.86,-18.80,-15.26,-7.57,352.68,604.86,-238.00,-0.56,0.52,-0.77,-17.33,-13.73,-5.31,17.75,252.00,-424.14,180
-0.40,0.66,-0.77,-13.98,-8.61,-8.18,352.68,608.52,-248.58,-0.60,0.55,-0.67,-23.13,-22.03,-2.38,7.10,266.20,-427.56,180
-0.47,0.68,-0.72,-26.12,-18.07,-4.88,350.86,632.27,-260.92,-0.59,0.61,-0.61,-19.23,-20.02,-3.36,-5.32,271.52,-449.79,180
-0.53,0.73,-0.72,-29.72,-17.40,-4.52,339.89,632.27,-253.87,-0.62,0.60,-0.62,-18.13,-18.37,-1.10,-24.85,287.50,-451.50,180
-0.44,0.71,-0.63,-25.82,-13.43,-3.72,312.48,652.37,-266.21,-0.69,0.66,-0.59,-19.41,-24.41,2.08,-51.47,299.92,-446.37,180
-0.51,0.78,-0.57,-21.06,-18.68,-1.65,290.55,666.99,-276.78,-0.69,0.64,-0.44,-14.16,-32.04,0.98,-51.47,314.12,-449.79,180
-0.51,0.75,-0.55,-19.65,-28.32,-3.54,288.73,694.40,-289.12,-0.64,0.67,-0.33,-4.88,-17.09,0.85,-74.54,326.54,-437.82,180
-0.57,0.77,-0.50,-16.11,-15.99,-0.79,266.80,705.37,-264.44,-0.64,0.66,-0.40,-17.94,-31.74,4.58,-74.54,337.19,-444.66,180
-0.57,0.76,-0.39,-27.16,-29.05,1.71,274.11,705.37,-275.02,-0.68,0.71,-0.26,-12.51,-39.73,-9.58,-108.25,356.71,-460.05,180
-0.63,0.78,-0.45,-20.87,-35.89,-11.47,270.45,734.61,-282.07,-0.59,0.69,-0.24,-10.25,-40.89,-5.19,-104.71,381.55,-470.32,180
-0.64,0.76,-0.33,-17.21,-37.35,-6.29,244.87,745.57,-257.39,-0.82,0.66,-0.21,-15.99,-60.49,-12.27,-131.33,401.07,-468.61,180
-0.52,0.72,-0.24,-22.46,-53.41,-20.51,235.73,772.98,-248.58,-0.82,0.60,-0.04,-20.87,-43.70,-19.71,-118.90,413.50,-446.37,180
-0.65,0.62,-0.11,-31.86,-41.56,-22.22,239.39,816.84,-245.05,-0.76,0.66,-0.03,25.57,3.48,30.82,-138.42,440.12,-454.92,180
-0.72,0.72,-0.18,17.82,0.73,28.99,204.67,807.70,-232.71,-0.50,0.70,0.07,7.57,-22.22,-27.71,-127.78,433.02,-444.66,180
-0.64,0.78,-0.17,-3.97,-12.63,-25.45,208.32,822.32,-225.66,-0.67,0.58,0.10,6.84,-21.06,-18.31,-133.10,448.99,-442.95,180
-0.59,0.72,-0.24,-25.63,-11.05,-21.24,235.73,816.84,-213.32,-0.98,0.65,0.09,19.04,-34.06,-19.41,-141.97,461.41,-444.66,180
-0.82,0.73,-0.09,-11.72,-7.14,-23.32,233.90,829.63,-215.08,-0.67,0.48,-0.11,18.19,-18.80,-25.51,-138.42,475.61,-424.14,180
-0.61,0.48,-0.13,-10.86,-29.85,-26.25,235.73,849.73,-188.64,-0.83,0.52,-0.07,4.88,-20.08,-0.92,-126.00,480.94,-412.17,180
-0.67,0.51,0.03,-17.09,-16.24,-5.13,252.18,851.56,-193.92,-0.66,0.53,-0.01,-13.61,1.40,11.72,-127.78,500.46,-434.40,180
-0.63,0.57,0.14,-16.91,-3.54,14.04,237.56,847.90,-190.40,-1.05,0.56,0.07,-8.61,22.89,-0.37,-134.87,479.16,-434.40,180
-0.77,0.57,0.01,-22.28,25.94,-1.59,239.39,846.08,-199.21,-0.70,0.52,0.30,11.11,-22.22,5.43,-149.07,479.16,-430.98,180
-0.75,0.56,0.06,-0.31,-26.25,5.37,213.80,849.73,-188.64,-0.98,0.52,0.15,18.31,-49.68,0.31,-154.40,491.58,-408.75,180
-0.86,0.56,0.14,3.23,-39.67,-3.97,243.04,864.35,-181.58,-0.79,0.49,0.27,11.54,30.70,-52.06,-136.65,498.68,-412.17,180
-0.81,0.56,0.18,5.00,27.77,-49.38,235.73,871.66,-174.53,-0.96,0.40,0.16,18.80,38.21,-51.21,-102.93,482.71,-417.30,180
-0.66,0.48,0.16,11.11,39.79,-52.49,274.11,825.98,-176.30,-0.96,0.34,0.14,3.72,21.06,-44.98,-79.86,473.84,-446.37,180
-0.81,0.43,0.12,-7.57,24.60,-44.31,299.69,818.67,-204.50,-1.08,0.20,0.18,6.29,2.50,-49.44,-79.86,445.44,-425.85,180
-0.98,0.32,0.05,1.77,18.62,-48.65,308.83,783.95,-199.21,-1.04,0.10,0.12,3.72,5.49,-56.46,-70.99,433.02,-444.66,180
-0.92,0.21,0.05,-13.37,14.89,-55.60,325.27,745.57,-204.50,-1.08,0.04,0.10,21.48,-9.16,-44.37,-39.04,436.57,-434.40,180
-0.83,0.12,-0.03,8.61,-1.40,-49.99,350.86,741.92,-200.98,-1.02,-0.04,0.10,10.07,-7.81,-30.46,-19.52,424.15,-429.27,180
-0.86,0.02,0.01,-3.23,-2.32,-33.39,343.55,738.26,-211.55,-0.98,-0.06,0.12,7.57,-15.08,-24.41,-26.62,413.50,-422.43,180
-0.84,0.00,0.03,-3.05,-11.78,-27.40,369.13,734.61,-197.45,-0.95,-0.12,0.18,4.94,4.09,-25.15,-8.87,413.50,-412.17,180
-0.86,-0.04,0.05,-4.09,4.94,-24.96,378.27,732.78,-195.69,-0.99,-0.14,0.14,8.61,-7.26,-20.45,7.10,415.27,-430.98,180
-0.86,-0.09,0.01,-1.83,-0.31,-23.07,370.96,710.85,-195.69,-0.94,-0.21,0.14,-1.34,3.42,-26.37,-21.30,393.98,-424.14,180
-0.85,-0.14,0.01,-18.80,12.27,-26.12,361.82,690.75,-197.45,-0.93,-0.29,0.12,5.13,-7.39,-23.50,8.87,370.91,-419.01,180
-0.87,-0.21,-0.03,-4.64,-4.76,-23.38,372.79,690.75,-190.40,-0.95,-0.33,0.15,11.84,2.62,-29.36,1.77,388.65,-408.75,180
-0.83,-0.27,-0.02,0.43,4.03,-31.37,374.61,692.58,-195.69,-0.85,-0.39,0.13,1.10,-23.74,-34.42,5.32,367.36,-415.59,180
-0.81,-0.31,0.06,-13.67,-21.67,-36.87,370.96,670.65,-209.79,-0.95,-0.42,0.08,11.60,2.87,-23.44,12.42,360.26,-422.43,180
-0.64,-0.40,-0.02,0.61,6.23,-31.19,370.96,674.30,-192.16,-0.80,-0.42,0.22,14.65,-14.65,-9.83,10.65,372.68,-427.56,180
-0.80,-0.39,-0.03,-1.77,-18.49,-9.89,369.13,665.17,-200.98,-0.78,-0.48,0.18,2.14,-0.06,-6.96,30.17,363.81,-415.59,180
-0.75,-0.39,0.09,-4.88,-1.46,-7.14,370.96,659.68,-192.16,-0.75,-0.48,0.11,-1.40,15.93,-22.22,19.52,356.71,-422.43,180
-0.79,-0.42,0.01,-11.60,14.53,-16.66,370.96,648.72,-195.69,-0.72,-0.53,0.11,-4.88,13.61,-29.36,12.42,328.31,-425.85,180
-0.72,-0.45,-0.06,-14.28,12.94,-25.57,369.13,635.93,-225.66,-0.83,-0.58,0.10,-0.12,10.68,3.54,1.77,338.96,-429.27,180
-0.48,-0.54,-0.11,-13.98,10.38,-8.24,359.99,630.45,-216.84,-0.81,-0.56,0.10,11.66,-5.86,24.96,0.00,337.19,-420.72,180
-0.65,-0.52,-0.15,-0.55,-13.73,19.41,350.86,632.27,-211.55,-0.79,-0.52,0.07,17.46,-8.61,20.63,3.55,347.83,-430.98,180
-0.77,-0.46,-0.05,15.69,-12.63,20.69,363.65,637.76,-213.32,-0.84,-0.49,0.14,10.01,-4.03,26.06,10.65,351.38,-430.98,180
-0.70,-0.44,-0.02,1.65,-6.16,21.24,372.79,650.55,-211.55,-0.94,-0.43,0.09,12.51,-12.88,44.62,-3.55,354.93,-417.30,180
-0.70,-0.36,-0.02,6.90,-11.17,34.42,380.10,657.86,-208.03,-0.88,-0.31,0.11,8.54,-3.30,57.37,1.77,374.45,-432.69,180
-0.82,-0.26,-0.00,6.47,-2.93,59.02,363.65,688.92,-195.69,-0.99,-0.26,0.12,0.43,11.60,41.44,-17.75,397.53,-448.08,180
-0.87,-0.19,0.01,-8.61,9.77,42.85,359.99,692.58,-192.16,-0.93,-0.21,0.17,7.02,7.32,61.10,-31.94,411.72,-437.82,180
-0.79,-0.12,-0.04,-0.37,-5.31,59.45,350.86,698.06,-204.50,-0.93,-0.08,0.17,10.44,5.98,55.05,-47.92,406.40,-439.53,180
-0.93,-0.03,-0.02,4.09,8.18,59.63,347.20,723.64,-190.40,-1.08,-0.02,0.13,8.48,-4.76,43.40,-60.34,411.72,-430.98,180
-0.94,0.05,0.00,2.50,-0.06,41.20,341.72,732.78,-209.79,-1.09,0.08,0.06,8.36,-1.40,43.95,-53.24,436.57,-434.40,180
-0.93,0.15,0.04,9.16,-1.10,41.26,336.24,752.88,-208.03,-0.98,0.15,0.12,11.78,3.78,34.79,-79.86,427.70,-439.53,180
-0.95,0.19,-0.04,0.00,0.37,39.12,310.65,771.15,-215.08,-1.01,0.21,0.15,17.15,9.64,42.05,-74.54,425.92,-444.66,180
-0.84,0.25,-0.03,4.52,12.39,39.00,301.52,780.29,-216.84,-0.88,0.30,0.05,18.31,-7.08,59.33,-101.16,445.44,-439.53,180
-0.76,0.37,0.02,14.16,-20.14,53.22,292.38,778.46,-215.08,-0.95,0.36,0.11,9.28,4.64,41.32,-102.93,450.77,-441.24,180
-0.96,0.43,0.00,-1.40,3.48,46.88,292.38,807.70,-208.03,-0.89,0.40,0.11,23.44,-0.85,28.32,-90.51,448.99,-432.69,180
-0.86,0.46,-0.02,14.34,0.61,30.15,266.80,818.67,-204.50,-0.87,0.45,0.07,30.09,-7.69,16.48,-102.93,440.12,-444.66,180
-0.82,0.48,-0.07,16.24,-10.56,16.78,264.97,827.80,-227.42,-0.91,0.51,-0.01,20.94,-20.08,3.66,-101.16,473.84,-436.11,180
-0.89,0.55,0.04,19.41,-15.26,4.46,266.80,829.63,-215.08,-0.95,0.52,0.10,5.55,-4.27,-4.76,-83.41,448.99,-419.01,180
-0.81,0.58,0.03,-3.66,-4.76,-5.07,261.32,838.77,-202.74,-0.88,0.53,0.05,-18.13,-4.58,-8.91,-108.25,473.84,-432.69,180
-0.80,0.59,0.21,-10.56,-2.08,-8.12,279.59,838.77,-209.79,-0.96,0.46,0.23,-42.18,-10.86,-13.12,-124.23,472.06,-434.40,180
-0.83,0.54,0.16,-49.38,3.30,-10.07,264.97,827.80,-188.64,-0.92,0.43,0.26,-54.87,-7.32,-11.41,-141.97,479.16,-434.40,180
-0.84,0.52,0.13,-63.66,-2.56,-7.51,233.90,825.98,-208.03,-0.96,0.41,0.20,-49.87,0.79,-18.49,-175.69,473.84,-419.01,180
-0.78,0.47,0.17,-57.37,4.21,-17.21,224.77,838.77,-185.11,-0.92,0.31,0.26,-59.39,0.55,-18.62,-202.31,464.96,-420.72,180
-0.80,0.41,0.17,-68.79,2.44,-15.56,175.43,825.98,-186.87,-0.93,0.23,0.24,-55.30,1.10,-8.73,-223.61,472.06,-424.14,180
-0.73,0.33,0.14,-63.84,2.01,-9.77,171.77,811.36,-176.30,-0.95,0.15,0.24,-54.44,8.79,-10.62,-232.48,466.74,-408.75,180
-0.80,0.25,0.18,-58.78,19.17,-7.69,151.67,791.26,-160.43,-0.97,0.09,0.32,-45.10,9.40,-2.20,-271.52,463.19,-391.65,180
-0.78,0.19,0.12,-55.97,11.84,-1.04,126.09,787.60,-149.85,-0.95,0.08,0.27,-38.76,-0.67,-0.85,-283.95,440.12,-400.20,180
-0.85,0.16,0.20,-41.93,4.52,1.53,109.64,771.15,-148.09,-0.97,0.07,0.26,-36.74,-5.00,-3.91,-317.67,463.19,-381.38,180
-0.83,0.13,0.14,-46.08,-2.62,-2.93,93.20,769.33,-135.75,-0.97,0.02,0.27,-31.37,6.90,-5.86,-338.96,456.09,-364.28,180
-0.83,0.09,0.14,-39.55,7.75,-4.46,84.06,771.15,-112.83,-0.98,-0.01,0.30,-28.63,6.71,-3.11,-342.51,445.44,-357.44,180
-0.83,0.04,0.15,-35.89,11.66,-2.62,71.27,769.33,-100.49,-0.98,-0.03,0.25,-26.98,0.55,-0.61,-354.93,447.22,-348.89,180
-0.86,0.02,0.15,-34.61,3.30,0.24,49.34,754.71,-100.49,-1.00,-0.07,0.25,-25.21,-0.98,-0.55,-360.26,452.54,-336.92,180
-0.87,-0.00,0.10,-34.06,1.77,0.43,60.30,740.09,-100.49,-0.97,-0.09,0.28,-13.85,-10.13,-1.40,-376.23,468.51,-328.37,180
-0.86,-0.03,0.08,-26.25,-3.66,-2.14,16.45,740.09,-89.91,-0.97,-0.08,0.25,-8.67,0.12,3.05,-374.45,452.54,-319.82,180
-0.80,-0.03,0.15,-14.10,1.77,1.65,20.10,729.12,-61.70,-0.94,-0.11,0.29,-14.16,-7.57,1.10,-376.23,443.67,-311.26,180
-0.86,-0.05,0.13,-27.71,-5.80,2.08,31.07,732.78,-61.70,-1.00,-0.11,0.26,11.84,-4.33,3.91,-385.10,456.09,-306.13,180
-0.86,-0.08,0.02,0.49,4.64,0.85,21.93,734.61,-52.89,-0.94,-0.09,0.24,15.08,-1.46,3.60,-392.20,448.99,-302.71,180
-0.79,-0.03,0.21,13.73,-6.96,0.24,18.27,734.61,-49.36,-0.99,-0.11,0.26,15.75,-9.22,7.69,-383.33,454.32,-311.26,180
-0.77,-0.05,0.18,9.95,-6.04,1.95,23.76,743.74,-47.60,-0.97,-0.10,0.31,23.44,-12.21,12.57,-392.20,452.54,-292.45,180
-0.84,-0.04,0.13,13.31,-8.48,9.77,21.93,745.57,-59.94,-1.01,-0.05,0.36,20.94,-9.52,4.88,-365.58,457.86,-307.84,180
-0.93,0.01,0.31,18.68,-8.18,3.66,21.93,734.61,-52.89,-1.00,-0.08,0.33,2.20,-8.97,-22.34,-374.45,463.19,-316.39,180
-0.96,0.01,0.33,-2.14,-5.74,-19.71,38.38,743.74,-68.76,-0.95,-0.13,0.36,4.58,-10.86,-39.92,-372.68,461.41,-301.00,180
-0.86,-0.06,0.25,-4.03,-11.66,-40.16,49.34,754.71,-58.18,-0.85,-0.22,0.40,8.42,-13.18,-53.22,-347.83,507.56,-301.00,180
-0.85,-0.14,0.25,-3.30,-9.22,-52.25,51.17,767.50,-56.41,-0.92,-0.28,0.40,5.86,-10.74,-35.95,-330.09,518.20,-297.58,180
-0.63,-0.20,0.25,-5.49,-13.43,-45.23,71.27,791.26,-51.13,-0.87,-0.33,0.36,9.34,3.78,-39.12,-321.21,527.08,-289.03,180
-0.83,-0.29,0.23,-0.55,14.28,-37.41,73.10,807.70,-52.89,-0.82,-0.42,0.40,5.00,-9.77,-46.20,-287.50,528.85,-297.58,180
-0.76,-0.35,0.23,-7.20,-4.64,-46.08,80.40,807.70,-70.52,-0.79,-0.52,0.40,0.43,5.55,-54.38,-260.88,537.72,-299.29,180
-0.70,-0.41,0.27,-9.34,10.01,-53.28,98.68,822.32,-59.94,-0.68,-0.56,0.36,-1.16,-5.43,-51.88,-234.26,546.60,-294.16,180
-0.63,-0.46,0.29,-7.81,-5.19,-53.59,111.47,853.39,-68.76,-0.64,-0.64,0.36,4.46,-0.06,-51.39,-202.31,574.99,-307.84,180
-0.53,-0.53,0.22,-2.62,3.23,-55.36,133.40,838.77,-79.33,-0.57,-0.70,0.39,13.92,3.60,-49.38,-177.47,574.99,-290.74,180
-0.46,-0.63,0.16,-2.01,8.79,-52.06,160.81,855.21,-70.52,-0.52,-0.73,0.30,16.66,-27.40,-56.03,-133.10,551.92,-309.55,180
-0.54,-0.65,0.24,12.21,-8.48,-56.76,175.43,858.87,-70.52,-0.41,-0.83,0.44,13.31,2.08,-39.67,-122.45,566.12,-302.71,180
-0.29,-0.78,0.19,-5.92,6.04,-41.69,204.67,855.21,-74.04,-0.36,-0.81,0.38,5.74,-3.66,-28.20,-108.25,551.92,-302.71,180
-0.20,-0.77,0.25,-4.76,2.81,-34.48,230.25,858.87,-74.04,-0.32,-0.84,0.42,8.12,2.87,-19.35,-92.28,557.25,-311.26,180
-0.22,-0.82,0.15,-5.86,12.51,-20.57,239.39,857.04,-75.81,-0.29,-0.83,0.38,15.14,-22.64,-4.21,-90.51,573.22,-295.87,180
-0.19,-0.83,0.14,3.11,-15.93,-11.05,243.04,857.04,-51.13,-0.24,-0.84,0.38,6.23,7.45,-10.68,-83.41,551.92,-275.35,180
-0.20,-0.81,0.26,6.04,-0.37,-8.48,246.70,853.39,-61.70,-0.31,-0.87,0.41,2.14,0.49,3.11,-92.28,553.70,-301.00,180
-0.12,-0.84,0.19,-11.35,4.33,-2.87,259.49,840.60,-66.99,-0.25,-0.84,0.32,0.98,11.47,6.59,-81.63,557.25,-311.26,180
-0.16,-0.82,0.19,-1.59,-3.60,6.16,250.35,860.70,-58.18,-0.27,-0.83,0.34,11.72,-3.85,13.92,-85.18,560.80,-304.42,180
-0.19,-0.84,0.12,1.83,-4.46,10.50,224.77,875.32,-68.76,-0.34,-0.82,0.38,8.61,-5.92,22.52,-108.25,544.82,-306.13,180
-0.22,-0.81,0.19,0.79,3.23,18.55,244.87,862.52,-81.10,-0.33,-0.84,0.38,-2.20,-8.18,37.60,-113.58,567.89,-297.58,180
-0.19,-0.79,0.23,-9.22,-12.94,32.59,226.60,866.18,-59.94,-0.40,-0.79,0.33,2.87,-9.22,42.24,-140.20,548.37,-302.71,180
-0.34,-0.77,0.14,-8.42,-9.40,42.72,204.67,873.49,-74.04,-0.49,-0.75,0.38,6.23,-4.58,47.73,-134.87,571.44,-290.74,180
-0.35,-0.72,0.15,-2.99,-3.66,43.70,191.87,868.01,-75.81,-0.56,-0.68,0.35,0.55,-3.48,56.95,-182.79,566.12,-302.71,180
-0.44,-0.61,0.26,2.44,0.24,55.30,158.98,860.70,-58.18,-0.67,-0.69,0.34,1.65,-7.75,52.31,-212.96,560.80,-294.16,180
-0.56,-0.61,0.16,-9.46,-6.96,51.03,133.40,857.04,-54.65,-0.70,-0.62,0.33,10.93,1.10,38.76,-225.38,551.92,-275.35,180
-0.67,-0.58,0.15,3.23,-3.78,41.32,118.78,824.15,-54.65,-0.72,-0.60,0.32,11.72,3.05,21.36,-248.45,539.50,-283.90,180
-0.71,-0.55,0.19,6.96,0.06,24.05,105.99,815.01,-56.41,-0.76,-0.56,0.34,9.77,14.40,23.99,-262.65,543.05,-283.90,180
-0.64,-0.53,0.16,0.55,9.58,23.01,82.23,820.49,-58.18,-0.78,-0.51,0.33,10.68,-0.37,25.21,-269.75,546.60,-297.58,180
-0.69,-0.47,0.16,1.71,1.46,24.72,96.85,813.18,-54.65,-0.83,-0.48,0.28,12.63,1.04,26.86,-282.17,537.72,-299.29,180
-0.70,-0.42,0.14,4.82,-2.20,24.35,80.40,804.05,-63.47,-0.83,-0.44,0.30,17.15,-3.48,26.79,-296.37,527.08,-299.29,180
-0.74,-0.38,0.17,12.45,-1.10,24.54,87.71,804.05,-70.52,-0.88,-0.39,0.34,22.83,3.72,26.31,-305.24,525.30,-304.42,180
-0.76,-0.35,0.14,12.82,5.98,24.29,71.27,791.26,-61.70,-0.87,-0.36,0.35,24.84,0.73,29.60,-319.44,500.46,-311.26,180
-0.76,-0.30,0.20,18.86,5.62,26.79,87.71,789.43,-66.99,-0.89,-0.30,0.33,19.84,1.59,31.86,-322.99,496.91,-314.68,180
-0.76,-0.26,0.24,15.14,0.43,29.42,67.61,776.64,-65.23,-0.94,-0.24,0.30,8.61,4.39,27.47,-335.41,498.68,-333.50,180
-0.80,-0.20,0.26,6.71,3.66,25.45,54.82,782.12,-91.67,-0.94,-0.22,0.35,7.69,1.40,21.12,-340.74,475.61,-321.53,180
-0.87,-0.17,0.21,0.55,4.39,21.24,69.44,778.46,-81.10,-0.88,-0.17,0.33,0.31,5.07,28.56,-344.29,486.26,-321.53,180
-0.78,-0.10,0.23,-4.76,5.07,27.10,58.48,774.81,-81.10,-0.96,-0.10,0.29,3.05,7.39,27.83,-369.13,464.96,-318.10,180
-0.81,-0.07,0.16,-4.82,13.00,25.33,40.20,752.88,-70.52,-1.01,-0.08,0.27,4.88,6.65,28.44,-379.78,454.32,-331.79,180
-0.88,-0.02,0.15,-4.39,7.75,27.77,43.86,756.54,-74.04,-0.99,-0.05,0.22,12.57,6.04,29.91,-397.53,429.47,-331.79,180
-0.88,0.01,0.14,7.75,0.12,27.10,27.41,743.74,-75.81,-0.99,0.00,0.19,24.35,15.38,49.01,-379.78,415.27,-338.63,180
-0.85,0.05,0.02,13.37,15.38,44.56,21.93,730.95,-66.99,-1.03,0.07,0.20,29.36,9.58,60.36,-393.98,390.43,-359.15,180
-0.87,0.15,0.07,28.75,15.26,56.88,12.79,707.20,-89.91,-0.95,0.25,0.22,12.63,0.98,44.19,-385.10,360.26,-360.86,180
-0.86,0.29,0.19,14.71,1.04,44.62,0.00,709.02,-98.73,-0.99,0.31,0.17,15.56,-4.76,29.42,-386.88,354.93,-365.99,180
-0.89,0.33,0.04,3.60,-1.65,28.14,0.00,705.37,-102.25,-0.97,0.34,0.16,22.95,-6.16,18.31,-395.75,338.96,-357.44,180
-0.94,0.37,0.01,9.64,0.85,22.03,3.65,687.10,-105.78,-0.96,0.37,0.16,20.81,7.57,13.12,-386.88,337.19,-376.25,180
-0.80,0.41,0.04,3.60,3.36,13.37,1.83,677.96,-111.07,-0.99,0.41,0.13,22.64,18.07,27.40,-378.00,328.31,-367.70,180
-0.71,0.48,0.07,21.00,3.72,21.42,7.31,661.51,-98.73,-1.00,0.49,0.07,17.82,10.31,33.75,-393.98,301.69,-386.51,180
-0.78,0.52,0.07,21.73,3.66,26.25,-3.65,668.82,-126.93,-0.93,0.49,0.06,12.94,12.70,39.49,-378.00,267.97,-377.96,180
-0.75,0.55,-0.00,4.33,18.62,35.40,3.65,643.24,-119.88,-0.82,0.54,0.07,16.60,13.49,41.56,-363.81,250.23,-374.54,180
-0.73,0.60,-0.05,4.76,13.79,43.82,-9.14,634.10,-135.75,-0.79,0.62,-0.00,8.54,10.93,28.08,-369.13,234.26,-393.36,180
-0.67,0.69,0.01,9.83,3.66,30.09,3.65,610.35,-148.09,-0.83,0.67,0.01,16.48,8.12,29.91,-351.38,209.41,-383.09,180
-0.65,0.69,-0.08,6.84,-5.68,22.52,-14.62,603.04,-151.61,-0.71,0.69,0.01,26.25,-5.43,31.19,-347.83,202.31,-407.04,180
-0.65,0.71,-0.10,14.40,-1.22,32.53,-10.96,599.38,-162.19,-0.73,0.75,-0.02,19.41,-8.61,25.94,-349.61,204.09,-391.65,180
-0.57,0.83,-0.06,9.28,5.13,21.18,-1.83,575.62,-153.38,-0.65,0.73,-0.03,27.47,-6.96,25.02,-338.96,189.89,-395.07,180
-0.57,0.76,-0.12,16.05,0.67,25.70,-12.79,561.01,-167.48,-0.69,0.79,-0.09,11.54,0.98,23.07,-333.64,173.92,-407.04,180
-0.56,0.85,-0.06,9.58,1.71,18.92,-3.65,559.18,-169.24,-0.66,0.81,-0.06,20.87,25.94,21.61,-322.99,166.82,-400.20,180
-0.54,0.84,-0.18,10.31,-6.96,23.74,5.48,553.70,-188.64,-0.52,0.82,-0.17,20.20,31.31,26.37,-298.14,149.07,-389.93,180
-0.42,0.88,-0.15,20.45,6.59,28.81,3.65,533.60,-172.77,-0.46,0.87,-0.15,27.65,2.44,27.16,-287.50,124.23,-400.20,180
-0.51,0.93,-0.22,27.10,-12.51,32.65,16.45,517.15,-188.64,-0.52,0.84,-0.14,21.24,-2.56,16.30,-296.37,122.45,-408.75,180
-0.42,0.94,-0.19,15.50,-5.62,15.75,18.27,493.39,-200.98,-0.50,0.89,-0.17,12.45,-15.75,8.73,-264.43,147.30,-412.17,180
-0.40,0.94,-0.17,14.40,-5.07,5.98,29.24,500.70,-222.13,-0.48,0.88,-0.15,7.81,-3.66,1.71,-283.95,124.23,-417.30,180
-0.45,0.91,-0.22,-1.77,-1.28,5.86,40.20,497.05,-215.08,-0.46,0.89,-0.18,3.91,-2.14,-3.23,-255.55,141.97,-407.04,180
-0.39,0.95,-0.20,-3.05,5.43,-0.92,31.07,484.26,-220.37,-0.47,0.88,-0.19,7.51,1.46,-4.70,-257.33,136.65,-408.75,180
-0.35,0.93,-0.24,-1.59,2.38,-4.15,36.55,497.05,-211.55,-0.65,0.88,-0.17,21.79,-7.81,-31.31,-285.72,140.20,-408.75,180
